Role,Age,Gender,Occupation,Personality Traits,Communication Style,Interests and Hobbies,Educational Background,Cultural Background,Language Proficiency,Technology Savviness,Preferred Communication Medium,Lifestyle,Values and Beliefs,Relationship Status,Economic Status,Health and Wellness,Time Availability,Problem-solving Approach,Capital improvement project,Infiltration policy,Freeboard policy,Buyouts,Future Buyout,Recreational investment,Shelter Small,Basketball Small,Football,Open Area Small,Shelter Medium,Soccer Small,Volleyball Small,Exercise Area Small,Picnic Area,Playground Large,Shelter Large,Soccer Large,Track,Trail Small,Amphitheater,Open Area Large,Playground Small,Soccer Medium,Softball/Baseball Small,Trail Medium,Trail Large
Role92,75,nondisclosed,Unemployed,Traditional,Empathetic,Soccer,Self-taught,Middle Eastern,English and Spanish,Expert,Text,Active,Environmentalism,In a relationship,Middle income,Average health,Full-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role93,23,male,Student,Open to Experience,Humorous,Soccer,Graduate Degree,Middle Eastern,"English, Spanish, Mandarin",Expert,Voice,Sedentary,Christianity,In a relationship,Middle income,Health-conscious,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role94,61,genderqueer,Unemployed,Open to Experience,Humorous,Reading,Graduate Degree,Middle Eastern,"English, Spanish, Mandarin",Novice,Voice,Active,Christianity,Widowed,High income,Average health,Full-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role95,54,female,Retired,Pessimistic,Mixed,Reading,Graduate Degree,Middle Eastern,"English, Spanish, Mandarin",Expert,Video,Sedentary,Traditional,Divorced,Middle income,Health-conscious,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role96,30,female,Student,Pessimistic,Informal,Soccer,Graduate Degree,Latin American,English,Expert,Text,Active,Traditional,Divorced,High income,Average health,Part-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role97,47,nondisclosed,Unemployed,Extroverted,Informal,Soccer,Graduate Degree,Latin American,English,Intermediate,Voice,Active,Environmentalism,In a relationship,High income,Average health,Sporadic,Practical,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Role98,72,genderqueer,Retired,Extroverted,Empathetic,Video Games,High School,Western,English,Intermediate,Text,Active,Environmentalism,Widowed,Low income,Health-conscious,Part-time,Practical,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Role99,72,genderqueer,Engineer,Pessimistic,Informal,Soccer,Self-taught,Middle Eastern,English,Intermediate,Mixed,Sedentary,Christianity,In a relationship,Low income,Health-conscious,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Role100,79,male,Retired,Open to Experience,Mixed,Video Games,Self-taught,Middle Eastern,English and Spanish,Intermediate,Text,Sedentary,Environmentalism,Single,Middle income,Average health,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role101,57,female,Teacher,Traditional,Empathetic,Video Games,Bachelor,African,French,Expert,Video,Active,Christianity,Single,High income,Health-conscious,Full-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role102,76,genderqueer,Engineer,Innovative,Direct,Reading,Graduate Degree,African,English,Intermediate,Mixed,Sedentary,Humanism,Single,Middle income,Health-conscious,Full-time,Creative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role103,73,genderqueer,Retired,Innovative,Direct,Painting,High School,Middle Eastern,French,Expert,Voice,Active,Islam,Single,Middle income,Healthy,Full-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role104,18,nondisclosed,Engineer,Traditional,Mixed,Cooking,Bachelor,Eastern,French,Novice,Video,Active,Humanism,In a relationship,Middle income,Health-conscious,Full-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role105,31,female,Doctor,Introverted,Formal,Traveling,Bachelor,Eastern,English,Novice,Video,Active,Humanism,Single,Low income,Health-conscious,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role106,34,genderqueer,Doctor,Extroverted,Empathetic,Sports,Bachelor,Eastern,Spanish,Expert,Voice,Sedentary,Environmentalism,Married,Middle income,Average health,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role107,52,genderqueer,Student,Extroverted,Mixed,Painting,High School,Eastern,Mandarin,Expert,Voice,Active,Islam,Married,Middle income,Health-conscious,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role108,49,genderqueer,Student,Innovative,Formal,Sports,Graduate Degree,African,English,Expert,Voice,Active,Atheism,Married,Low income,Average health,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role109,42,female,Artist,Extroverted,Formal,Cooking,High School,African,French,Expert,Video,Active,Environmentalism,Widowed,Low income,Average health,Part-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role110,40,nondisclosed,Artist,Innovative,Informal,Reading,High School,Western,Mandarin,Intermediate,Text,Sedentary,Islam,Single,Middle income,Health-conscious,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
Role111,67,female,Artist,Traditional,Formal,Sports,High School,Middle Eastern,French,Intermediate,Video,Active,Humanism,In a relationship,High income,Health-conscious,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
Role112,24,genderqueer,Scientist,Traditional,Humorous,Sports,High School,Middle Eastern,Mandarin,Novice,Voice,Active,Humanism,Married,Middle income,Average health,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role113,36,genderqueer,Scientist,Innovative,Direct,Painting,Graduate Degree,Middle Eastern,French,Intermediate,Voice,Active,Islam,Divorced,Low income,Health-conscious,Full-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role114,46,female,Artist,Traditional,Informal,Sports,Bachelor,Eastern,French,Novice,Text,Sedentary,Atheism,Widowed,Middle income,Health-conscious,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Role115,40,female,Doctor,Innovative,Humorous,Painting,Bachelor,Western,French,Intermediate,Mixed,Active,Islam,Married,Low income,Average health,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role116,71,female,Student,Innovative,Formal,Painting,High School,Eastern,English,Intermediate,Mixed,Active,Humanism,Divorced,Low income,Health-conscious,Part-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role117,51,female,Student,Introverted,Mixed,Reading,Bachelor,Middle Eastern,Spanish,Novice,Mixed,Sedentary,Environmentalism,Married,High income,Healthy,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role118,55,genderqueer,Student,Innovative,Formal,Traveling,High School,Eastern,English,Intermediate,Mixed,Sedentary,Islam,Widowed,Middle income,Health-conscious,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role119,31,nondisclosed,Scientist,Extroverted,Informal,Painting,High School,Western,Spanish,Novice,Voice,Active,Humanism,In a relationship,Low income,Average health,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role120,57,male,Artist,Introverted,Humorous,Video Games,High School,Western,English,Novice,Voice,Active,Christianity,Married,High income,Average health,Sporadic,Practical,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role121,57,female,Scientist,Introverted,Informal,Video Games,High School,Western,Spanish,Expert,Video,Active,Atheism,Single,Low income,Average health,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role122,69,genderqueer,Retired,Extroverted,Direct,Cooking,Bachelor,African,Spanish,Novice,Video,Sedentary,Christianity,Single,Middle income,Health-conscious,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
Role123,80,nondisclosed,Scientist,Innovative,Empathetic,Cooking,Bachelor,Eastern,French,Expert,Voice,Sedentary,Christianity,Divorced,Low income,Healthy,Full-time,Analytical,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Role124,34,male,Teacher,Extroverted,Informal,Sports,Graduate Degree,Western,English,Novice,Voice,Active,Islam,Single,High income,Average health,Part-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role125,63,female,Doctor,Traditional,Direct,Video Games,High School,Western,English,Intermediate,Text,Active,Environmentalism,Widowed,Middle income,Healthy,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role126,31,nondisclosed,Engineer,Traditional,Informal,Video Games,High School,Eastern,Mandarin,Expert,Mixed,Active,Christianity,Married,Middle income,Healthy,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role127,27,female,Teacher,Traditional,Mixed,Reading,High School,Middle Eastern,Spanish,Intermediate,Voice,Sedentary,Atheism,Divorced,Middle income,Healthy,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role128,22,genderqueer,Engineer,Traditional,Mixed,Painting,Bachelor,Middle Eastern,French,Expert,Mixed,Active,Humanism,In a relationship,High income,Healthy,Full-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role129,75,genderqueer,Doctor,Innovative,Direct,Video Games,Bachelor,African,French,Intermediate,Voice,Active,Atheism,Single,High income,Average health,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role130,65,nondisclosed,Scientist,Traditional,Mixed,Cooking,Graduate Degree,African,Mandarin,Novice,Video,Active,Environmentalism,Widowed,High income,Health-conscious,Part-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role131,32,genderqueer,Scientist,Innovative,Direct,Reading,Bachelor,Western,English,Expert,Mixed,Active,Atheism,Single,High income,Health-conscious,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
Role132,55,genderqueer,Student,Introverted,Mixed,Sports,High School,African,English,Expert,Voice,Sedentary,Environmentalism,In a relationship,Middle income,Average health,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role133,53,female,Scientist,Innovative,Direct,Sports,High School,African,Spanish,Novice,Text,Sedentary,Islam,In a relationship,Middle income,Health-conscious,Full-time,Creative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role134,27,genderqueer,Student,Innovative,Informal,Reading,High School,Western,English,Intermediate,Voice,Active,Atheism,Divorced,High income,Health-conscious,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Role135,25,male,Artist,Innovative,Humorous,Sports,High School,African,Mandarin,Novice,Video,Sedentary,Environmentalism,Single,Middle income,Average health,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role136,36,male,Teacher,Traditional,Formal,Sports,High School,Middle Eastern,Mandarin,Novice,Text,Sedentary,Environmentalism,Widowed,Middle income,Health-conscious,Full-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role137,41,genderqueer,Teacher,Introverted,Humorous,Sports,High School,Western,French,Intermediate,Video,Sedentary,Christianity,Divorced,Low income,Average health,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role138,26,genderqueer,Retired,Innovative,Mixed,Video Games,High School,Middle Eastern,French,Novice,Video,Active,Humanism,Divorced,Low income,Health-conscious,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
Role139,76,genderqueer,Artist,Introverted,Informal,Traveling,Graduate Degree,Middle Eastern,Spanish,Intermediate,Text,Active,Atheism,Divorced,Low income,Health-conscious,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role140,63,genderqueer,Engineer,Innovative,Humorous,Traveling,High School,Western,French,Novice,Voice,Sedentary,Environmentalism,Widowed,High income,Health-conscious,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Role141,54,genderqueer,Retired,Extroverted,Informal,Cooking,Graduate Degree,Eastern,Spanish,Novice,Text,Sedentary,Humanism,Widowed,Low income,Average health,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role142,69,nondisclosed,Engineer,Introverted,Humorous,Cooking,High School,Middle Eastern,English,Expert,Video,Sedentary,Environmentalism,Divorced,Low income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role143,28,female,Engineer,Innovative,Humorous,Video Games,Bachelor,Middle Eastern,English,Expert,Mixed,Sedentary,Islam,In a relationship,Low income,Average health,Full-time,Collaborative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role144,20,nondisclosed,Artist,Introverted,Informal,Traveling,Graduate Degree,Western,Mandarin,Novice,Voice,Active,Christianity,Married,High income,Healthy,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role145,19,nondisclosed,Artist,Extroverted,Informal,Video Games,High School,Middle Eastern,English,Expert,Voice,Sedentary,Atheism,Widowed,Middle income,Health-conscious,Sporadic,Practical,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role146,29,nondisclosed,Teacher,Innovative,Formal,Sports,Graduate Degree,African,English,Novice,Video,Active,Islam,Divorced,Low income,Healthy,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role147,42,female,Artist,Innovative,Empathetic,Cooking,Graduate Degree,Eastern,Mandarin,Intermediate,Mixed,Active,Atheism,Married,Middle income,Health-conscious,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role148,56,female,Scientist,Innovative,Direct,Traveling,Bachelor,African,Mandarin,Novice,Video,Active,Environmentalism,In a relationship,High income,Healthy,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role149,25,genderqueer,Teacher,Traditional,Formal,Video Games,Bachelor,Western,English,Novice,Text,Sedentary,Islam,In a relationship,High income,Healthy,Part-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role150,57,genderqueer,Student,Traditional,Informal,Sports,Graduate Degree,Middle Eastern,French,Intermediate,Voice,Sedentary,Humanism,Divorced,Low income,Health-conscious,Part-time,Creative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role151,28,female,Artist,Extroverted,Humorous,Video Games,Bachelor,African,English,Novice,Video,Sedentary,Environmentalism,Widowed,High income,Health-conscious,Sporadic,Analytical,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role152,69,female,Doctor,Introverted,Humorous,Sports,High School,African,English,Expert,Text,Sedentary,Christianity,Divorced,High income,Health-conscious,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role153,49,genderqueer,Engineer,Innovative,Humorous,Traveling,Graduate Degree,African,Mandarin,Novice,Video,Active,Atheism,Widowed,Low income,Health-conscious,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role154,74,male,Scientist,Extroverted,Mixed,Video Games,Bachelor,African,Spanish,Expert,Voice,Sedentary,Islam,Married,High income,Health-conscious,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
Role155,73,genderqueer,Teacher,Introverted,Empathetic,Sports,Graduate Degree,African,English,Novice,Video,Sedentary,Islam,Widowed,Middle income,Healthy,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role156,24,genderqueer,Scientist,Introverted,Direct,Reading,Bachelor,Middle Eastern,Spanish,Novice,Mixed,Active,Christianity,Widowed,Middle income,Health-conscious,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role157,73,nondisclosed,Scientist,Traditional,Mixed,Video Games,Graduate Degree,Middle Eastern,French,Novice,Text,Active,Humanism,Single,High income,Healthy,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
Role158,22,genderqueer,Retired,Traditional,Informal,Sports,Bachelor,Middle Eastern,French,Novice,Mixed,Sedentary,Environmentalism,Single,Middle income,Average health,Part-time,Creative,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role159,26,female,Teacher,Introverted,Formal,Painting,Graduate Degree,Western,Mandarin,Novice,Mixed,Sedentary,Islam,Married,High income,Average health,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role160,53,nondisclosed,Student,Traditional,Humorous,Cooking,High School,Western,English,Novice,Video,Active,Christianity,Single,High income,Healthy,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role161,41,genderqueer,Teacher,Traditional,Direct,Video Games,Graduate Degree,Western,French,Intermediate,Voice,Active,Islam,In a relationship,High income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
Role162,77,male,Retired,Traditional,Mixed,Traveling,Bachelor,Middle Eastern,Spanish,Novice,Voice,Active,Environmentalism,Divorced,Middle income,Healthy,Full-time,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role163,19,male,Scientist,Introverted,Empathetic,Cooking,Bachelor,Eastern,English,Novice,Video,Sedentary,Atheism,Widowed,High income,Healthy,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role164,45,nondisclosed,Scientist,Extroverted,Formal,Video Games,High School,Middle Eastern,English,Novice,Voice,Sedentary,Humanism,In a relationship,Middle income,Average health,Sporadic,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role165,48,nondisclosed,Engineer,Innovative,Informal,Traveling,Bachelor,Western,French,Intermediate,Text,Active,Atheism,In a relationship,Middle income,Average health,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role166,21,genderqueer,Student,Introverted,Formal,Sports,High School,Middle Eastern,Mandarin,Expert,Mixed,Sedentary,Christianity,In a relationship,Middle income,Healthy,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1
Role167,26,genderqueer,Teacher,Extroverted,Formal,Painting,Bachelor,African,English,Intermediate,Voice,Sedentary,Islam,Single,Middle income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
Role168,60,female,Student,Innovative,Direct,Sports,High School,Eastern,Spanish,Intermediate,Video,Sedentary,Atheism,Widowed,High income,Health-conscious,Part-time,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role169,42,female,Teacher,Introverted,Direct,Cooking,Bachelor,Middle Eastern,French,Intermediate,Video,Active,Environmentalism,Divorced,High income,Average health,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
Role170,53,female,Student,Innovative,Empathetic,Painting,High School,Western,Spanish,Novice,Text,Active,Islam,Single,High income,Health-conscious,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role171,59,genderqueer,Scientist,Extroverted,Formal,Cooking,Bachelor,Eastern,French,Expert,Mixed,Sedentary,Islam,Single,High income,Health-conscious,Sporadic,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role172,69,genderqueer,Retired,Traditional,Direct,Video Games,Graduate Degree,African,Mandarin,Intermediate,Video,Sedentary,Christianity,In a relationship,Low income,Healthy,Sporadic,Analytical,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role173,35,genderqueer,Retired,Innovative,Mixed,Traveling,High School,Middle Eastern,English,Novice,Voice,Sedentary,Humanism,Divorced,Middle income,Average health,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
Role174,20,nondisclosed,Student,Traditional,Informal,Painting,Graduate Degree,Middle Eastern,Spanish,Intermediate,Voice,Sedentary,Environmentalism,Widowed,High income,Average health,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role175,37,nondisclosed,Scientist,Traditional,Empathetic,Video Games,Bachelor,African,French,Expert,Mixed,Active,Environmentalism,Married,Middle income,Health-conscious,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role176,70,nondisclosed,Engineer,Innovative,Direct,Traveling,High School,African,Mandarin,Expert,Mixed,Active,Christianity,Divorced,Low income,Health-conscious,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role177,22,nondisclosed,Retired,Extroverted,Direct,Cooking,High School,Eastern,Spanish,Novice,Voice,Sedentary,Environmentalism,Married,High income,Healthy,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role178,63,male,Student,Introverted,Formal,Video Games,Bachelor,Middle Eastern,Mandarin,Intermediate,Video,Active,Atheism,Single,Middle income,Health-conscious,Part-time,Collaborative,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role179,75,genderqueer,Engineer,Traditional,Humorous,Painting,Graduate Degree,Middle Eastern,English,Intermediate,Video,Active,Humanism,Widowed,Middle income,Healthy,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role180,59,male,Retired,Innovative,Direct,Painting,Bachelor,Western,English,Intermediate,Video,Sedentary,Environmentalism,Married,High income,Health-conscious,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
Role181,74,nondisclosed,Artist,Traditional,Informal,Sports,High School,Western,Mandarin,Expert,Video,Sedentary,Atheism,Single,Low income,Healthy,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
